"gene_names","logFC","logCPM","LR","PValue","FDR","TICI1","TICI2","TICI3","TICI4","TICI5","VEH1","VEH3","VEH4","VEH5","peptide_no","percent_sequence_coverage","mol_weight","q_value","score","intensity","msms_count","protein_ids","protein_names"
"Trim3",-0.243351894647285,3.13734725199885,3.6293265975161,0.0567697822187373,0.831791221041556,2550.8,2085.8,2735,2626.4,3024.2,3159.8,2821.5,3026.8,3630.9,1,3,80.795,0,8.298,42757000,1,"O70277","Tripartite motif-containing protein 3"
"Psmb5",-0.239419662586452,8.33499348765367,3.58234536847258,0.0583966488379618,0.845947784542584,73763,88812,100140,96067,120680,86327,126470,122050,129730,5,24.3,28.585,0,33.659,1102300000,10,"P28075","Proteasome subunit beta type-5"
"Erap1",0.239341558640431,8.0869978695317,3.53594057295595,0.0600522650065825,0.854256995003547,105880,74454,108210,83131,93363,99748,77313,70645,74757,5,7.2,106.42,0,23.607,712650000,10,"Q9JJ22","Endoplasmic reticulum aminopeptidase 1"
"Pde12",0.240656873703305,4.11646908781195,3.54026357261588,0.0598959426341575,0.854256995003547,5316.3,5110.6,6422.7,5720.2,7272.3,4560.3,4853,5018.1,6310.6,1,3.5,67.176,0,7.3251,155590000,3,"Q6AXQ5","2,5-phosphodiesterase 12"
"Dbnl",0.237207049053659,10.1285882491186,3.47517160579383,0.0622962603106812,0.878266027058621,438490,326660,395510,364080,384350,370510,327870,298200,336010,6,22,48.612,0,111.29,2177300000,19,"Q9JHL4","Drebrin-like protein"
"Coro1b",0.235644395676946,8.69345888018499,3.42877485826774,0.0640696135899449,0.879703650943678,156620,124490,143530,128820,153260,131790,117890,115540,128420,7,15.1,53.845,0,29.482,2402900000,15,"O89046","Coronin-1B"
"Gda",0.235953301239524,9.50307819443991,3.43837638446928,0.0636982611154572,0.879703650943678,306090,241180,219270,201860,263770,295220,184420,175470,205800,8,23.8,51.016,0,65.214,3774500000,28,"Q9WTT6","Guanine deaminase"
"Rmdn3",0.236600311209376,5.80128566524829,3.44685467013107,0.0633722593270796,0.879703650943678,17855,16805,19724,19757,21358,15968,15879,16130,18661,2,6.4,52.311,0,18.759,132230000,2,"Q66H15","Regulator of microtubule dynamics protein 3"
"Eif3h",-0.233881193530545,6.39430642219382,3.41285713746356,0.064690350322702,0.88056950999609,24815,20083,26631,24388,29038,27809,25472,25618,42261,3,11.1,39.905,0,8.8464,396620000,4,"Q6P9U8","Eukaryotic translation initiation factor 3 subunit H"
"Ntrk2",-0.233428948382831,4.92258572743123,3.38683163209822,0.0657191209396938,0.88692728174168,6436.2,9119.3,9457.4,9848.3,10019,8494.7,10967,12051,11986,1,3.2,92.185,0,18.072,61755000,1,"Q63604","BDNF/NT-3 growth factors receptor"
"Golga2",0.234085908358632,4.81376833739358,3.36356534367965,0.0666536160213244,0.891915760149756,10196,8284.5,10342,8738.8,10497,7497.5,8582.1,8479,9081.4,1,1.5,112.87,0,2.8026,73882000,1,"Q62839","Golgin subfamily A member 2"
"Pbxip1",-0.231494522267188,9.16882656078911,3.34948560804992,0.0672260178544509,0.892015816740991,162890,153010,176290,171370,189090,190310,220780,188420,224190,10,23.1,80.275,0,86.646,4.387e+09,19,"A2VD12","Pre-B-cell leukemia transcription factor-interacting protein 1"
"Cryab",-0.227980995039465,6.46022353195373,3.24282149848233,0.0717369980766848,0.892827707077905,21469,21287,30460,25878,32512,27672,32120,32249,33822,1,7.4,20.089,0,6.9592,388100000,3,"P23928","Alpha-crystallin B chain"
"Gstm2",-0.229431165351058,4.49197764625148,3.26475689392318,0.0707835136317663,0.892827707077905,7533.9,5718.9,7389.6,5916.3,6688.7,11508,7172.6,5798.8,7416.9,5,26.1,25.702,0,13.128,487930000,3,"P08010","Glutathione S-transferase Mu 2"
"Mvp",0.227681987876674,9.60470864712954,3.20251245181953,0.0735252375280527,0.892827707077905,320810,232430,245820,238800,286030,283750,208780,203560,233140,18,29.4,95.797,0,106.27,8291900000,42,"Q62667","Major vault protein"
"na",0.227501922282,6.20350030396864,3.19038709698776,0.0740724696815741,0.892827707077905,20378,23293,25345,27795,29210,17002,23584,24112,23813,1,12.5,8.1686,0,2.8951,122270000,1,"B1WC88","UPF0729 protein C18orf32 homolog"
"Ogfr",0.230817600247424,6.19471878418095,3.28359807532701,0.0699753644880019,0.892827707077905,27466,21832,26531,23132,25823,25804,19978,17810,23896,2,5.9,64.727,0,5.8058,126650000,2,"Q9QXY4","Opioid growth factor receptor"
"P4hb",0.227648625598075,11.3408731676742,3.20210174130193,0.0735437022278941,0.892827707077905,902340,835480,777640,918550,979940,767140,751730,769360,818320,28,54.2,56.951,0,169.13,3.0161e+10,90,"P04785","Protein disulfide-isomerase"
"Psmb6",-0.226067238135411,7.37785989490741,3.19154194039538,0.0740201622918471,0.892827707077905,42127,45926,49953,49323,60189,51377,59379,60760,66302,3,12.6,25.289,0,9.2895,944270000,8,"P28073","Proteasome subunit beta type-6"
"Rab29",0.232883829922666,4.26877102581685,3.31935289253758,0.0684687741568144,0.892827707077905,7285.7,5067.5,6713.9,6136.2,7857.7,8242,5038.8,4794.1,4749.6,1,5.4,23.117,0,2.2769,114270000,1,"Q63481","Ras-related protein Rab-7L1"
"Trip12",0.232031330155407,4.6033662648636,3.30170457726589,0.0692080305745031,0.892827707077905,8087.8,6751.8,9094.9,8423.2,9284.7,7223.3,6822.4,7432.1,7566.5,2,2.1,223.93,0,1.8381,49605000,2,"F1LP64","E3 ubiquitin-protein ligase TRIP12"
"Txn",0.230354221061646,11.070427854238,3.27831429730759,0.0702009982420678,0.892827707077905,791060,663140,674400,731580,803420,648500,572820,659330,692380,9,66.7,11.673,0,41.85,2.6351e+10,59,"P11232","Thioredoxin"
"Vps36",-0.227664705240837,5.48871947602362,3.22745180678635,0.0724132833715069,0.892827707077905,15618,8942.6,17162,10572,14628,22641,14105,12610,14230,1,3.9,43.717,0,4.8418,102340000,2,"P0C0A2","Vacuolar protein-sorting-associated protein 36"
"Zbtb18",0.236872150987391,1.88999727384054,3.30452475240913,0.0690893274493876,0.892827707077905,1180.5,1061.3,1322.2,1338.6,1447,1024,940.47,1159.1,1303.8,1,1.3,58.31,0.0087336,1.1765,84426000,1,"Q9JKY3","Zinc finger and BTB domain-containing protein 18"
"Commd3",-0.223376968967422,8.62369084359293,3.11782599698563,0.0774400372213973,0.924365782883345,142550,80393,144440,99125,120640,200970,121700,111980,122870,1,10.8,21.932,0,7.2536,431970000,5,"Q6P9U3","COMM domain-containing protein 3"
"Mrc2",0.224432397396661,7.20713766348711,3.10901957032158,0.0778598157843477,0.924365782883345,41694,48723,59250,43434,59327,38087,48028,41102,50524,4,5.5,167.02,0,33.649,781390000,9,"Q4TU93","C-type mannose receptor 2"
"Dnase2",-0.221289528376655,5.80240628283758,3.05128932972929,0.0806730751957546,0.950617803985795,16825,14094,18918,15995,17063,19888,21412,17892,20206,1,4,38.175,0,3.1143,28351000,1,"Q9QZK8","Deoxyribonuclease-2-alpha"
"Smpdl3a",-0.219547557669377,7.74602094388187,3.01050260877309,0.0827266361330738,0.967595247808323,72832,46956,77698,54594,67951,91450,78599,61161,73056,3,6.7,49.895,0,8.1515,458260000,5,"Q641Z7","Acid sphingomyelinase-like phosphodiesterase 3a"
"Manf",0.218997233775425,8.49798264847245,2.96294970980716,0.0851923946183647,0.989108758105866,114820,112630,115650,125930,147330,97328,107490,112100,118330,4,23.5,20.388,0,18.748,778170000,7,"P0C5H9","Mesencephalic astrocyte-derived neurotrophic factor"
"Rps27l",0.219719556633138,3.94262296243565,2.94882692797721,0.0859399186085216,0.990504609363909,8949.5,4312.5,4029.2,4292.4,4186,6532.8,3824.5,3720.7,4262.3,4,39.3,9.4771,0,3.2006,284920000,1,"P24051","40S ribosomal protein S27-like"
"Ppap2b",0.21763550785704,8.57148152413538,2.92642308679387,0.0871403623551111,0.997062551874786,93790,133250,116660,169520,131800,92414,109120,137070,119690,6,29.5,35.318,0,63.335,2958400000,13,"P97544","Lipid phosphate phosphohydrolase 3"
"11-Sep",-0.0258506037382387,9.79932670342334,0.0415955953212688,0.838392585548508,0.999672994216681,229730,264880,270180,301380,349000,223390,302510,313220,346590,12,35,49.694,0,65.93,6317500000,30,"B3GNI6","Septin-11"
"15-Sep",0.0152848309480155,7.05596003152695,0.01451016890951,0.904120219759424,0.999672994216681,44761,34233,47207,40866,46636,48691,40066,40067,44282,3,32.1,17.822,0,21.867,1304900000,9,"Q923V8","15 kDa selenoprotein"
"2-Sep",-0.0546530355029459,9.51052341753929,0.186044378653605,0.666229442984178,0.999672994216681,187730,209800,231890,238610,280700,196640,249840,253940,279850,17,61.8,41.592,0,89.454,1.3649e+10,50,"Q91Y81","Septin-2"
"7-Sep",-0.0296393118621801,9.71099584242025,0.054686120874976,0.815100935875832,0.999672994216681,219860,247610,255240,280920,325630,218950,280970,288330,328430,14,44.3,50.507,0,89.888,6389700000,35,"Q9WVC0","Septin-7"
"8-Sep",0.0370980416539975,6.14059095496629,0.0853260360175057,0.770205421251057,0.999672994216681,21250,19905,24877,22628,25372,22278,21831,22288,24868,5,13.1,51.251,0,1.832,313740000,3,"B0BNF1","Septin-8"
"9-Sep",0.021194782775491,9.76100551711908,0.027927913655958,0.86727840915876,0.999672994216681,275410,245950,286500,267270,320000,292990,270830,264480,299860,13,25.9,63.791,0,55.211,6944100000,31,"Q9QZR6","Septin-9"
"Aars",0.0610497826316895,10.2075164626266,0.231473056210234,0.630433724182425,0.999672994216681,400950,324400,401020,374220,422540,405710,363840,359410,382730,16,24.8,106.79,0,142.41,5789800000,41,"P50475","Alanine--tRNA ligase, cytoplasmic"
"Aarsd1",-0.0564451519869617,7.47986338668149,0.198302194080497,0.656094770230219,0.999672994216681,66166,44768,63665,49201,55534,77232,54091,50386,56196,1,4.9,45.093,0,17.11,320690000,6,"Q5XI97","Alanyl-tRNA editing protein Aarsd1"
"Aasdhppt",-0.0513918898558276,4.87074288724902,0.163527651468996,0.685929244037294,0.999672994216681,9481.9,7876.9,9812.5,8741.7,10033,10190,8817.5,9104.8,11039,1,3.6,35.816,0.0012796,1.7371,24116000,1,"B2RYJ4","L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase"
"Abat",0.0111037634922058,10.464534149375,0.00766780639241915,0.930221617165998,0.999672994216681,350950,420360,479360,486530,532460,355260,484970,509200,501100,12,39.8,56.455,0,135.64,6900500000,40,"P50554","4-aminobutyrate aminotransferase, mitochondrial;4-aminobutyrate aminotransferase, brain isoform;4-aminobutyrate aminotransferase, liver isoform"
"Abcb7",-0.0472777737262979,4.95250193716267,0.138425668997257,0.709851153458972,0.999672994216681,10923,8010.4,10123,9729.6,9793.5,9418.7,11192,10351,10375,1,1.9,82.557,0,4.8624,59305000,2,"Q704E8","ATP-binding cassette sub-family B member 7, mitochondrial"
"Abcd3",0.0428408836545484,9.47022522102412,0.114031385861381,0.735600326801208,0.999672994216681,169020,230220,222280,260490,265390,160290,242410,252130,264590,6,11.1,75.315,0,21.581,4463900000,20,"P16970","ATP-binding cassette sub-family D member 3"
"Abcf1",-0.00614361953571137,4.80351306683015,0.00233374566421674,0.961470095935196,0.999672994216681,7968.1,6955.5,9890.6,8488.5,11568,8693.8,8741.3,8553.1,10812,2,4.1,95.251,0,22.559,69822000,2,"Q6MG08","ATP-binding cassette sub-family F member 1"
"Abcf3",0.151643485291371,6.8314703253791,1.4222766758146,0.233029036638969,0.999672994216681,40435,31106,41033,35750,42089,37914,33226,33614,35690,3,5.8,79.855,0,11.627,1152600000,7,"Q66H39","ATP-binding cassette sub-family F member 3"
"Abhd12",-0.0937961184322299,6.6362014835853,0.547602169704987,0.45929910478332,0.999672994216681,34716,22686,36375,30728,29623,40555,36372,28929,28489,1,3.5,45.295,0,3.602,219580000,2,"Q6AYT7","Monoacylglycerol lipase ABHD12"
"Abhd17b",-0.105559736488922,4.18206003903014,0.68820070244541,0.40677706357135,0.999672994216681,4970.1,4916,5541.7,5801.5,6899.1,6220.3,5785.8,6681.7,6038.4,1,9.4,32.2,0,6.83,93285000,2,"Q6AY17","Alpha/beta hydrolase domain-containing protein 17B"
"Abhd6",-0.0603339415550299,2.98993427814297,0.221824236931173,0.637653443001148,0.999672994216681,2177.8,1816.3,2698.3,2882.4,2955.2,2457.2,2677.1,2331.5,3225,1,6.5,38.311,0,4.8261,84902000,1,"Q5XI64","Monoacylglycerol lipase ABHD6"
"Abi1",0.0317850175712723,5.71313223828207,0.0625902109058813,0.802447875365958,0.999672994216681,15975,16425,16894,15643,19502,14353,17696,16643,19478,2,3.8,51.704,0,3.4339,190720000,2,"Q9QZM5","Abl interactor 1"
"Abr",0.0589632946676037,3.76482725944858,0.213152023779344,0.644308018141066,0.999672994216681,3720,3334.8,6375.2,4047.4,4749.7,3775.1,4141.9,4979.6,4535.8,1,2.1,97.692,0,5.2786,21049000,1,"A0A0G2JTR4","Active breakpoint cluster region-related protein"
"Acaa1a;Acaa1b",0.128534531549846,9.82354239637245,1.02397890702559,0.311577056920008,0.999672994216681,249460,313940,280680,288860,369540,242730,266840,272210,353690,10,35,44.839,0,88.363,7633100000,34,"P21775;P07871","3-ketoacyl-CoA thiolase A, peroxisomal;3-ketoacyl-CoA thiolase B, peroxisomal"
"Acaa2",-0.0614463915181948,8.00394939100117,0.235100409343886,0.627767472369964,0.999672994216681,63230,76300,80416,85829,97251,70360,84878,90419,100290,7,23.4,41.87,0,26.092,2326600000,15,"P13437","3-ketoacyl-CoA thiolase, mitochondrial"
"Acaca",-0.00156567027652467,6.0683976039972,0.000152112676119032,0.99015962260242,0.999672994216681,21800,17712,22903,20934,23863,23792,22185,20367,21496,3,3.7,265.19,0,28.481,261740000,5,"P11497","Acetyl-CoA carboxylase 1;Biotin carboxylase"
"Acad9",-0.0716565793910007,8.18674741713582,0.319823717411282,0.571713603585539,0.999672994216681,76384,83989,96469,95658,102840,87903,97069,99339,109180,6,19.4,68.842,0,37.177,2364800000,16,"B1WC61","Complex I assembly factor ACAD9, mitochondrial"
"Acadl",0.0646762219244726,10.1645923991803,0.259761901541367,0.610283778798686,0.999672994216681,263210,377010,359070,432730,437990,255540,373990,414070,432110,12,33.3,47.872,0,61.116,1.2697e+10,45,"P15650","Long-chain specific acyl-CoA dehydrogenase, mitochondrial"
"Acadm",0.172051905296213,7.64481001043623,1.83092100238394,0.176018800006837,0.999672994216681,54182,67166,61316,73488,80122,50097,60551,65210,70195,3,16.2,46.555,0,18.887,526210000,8,"P08503","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"
"Acads",-0.0292303126193131,8.55391191880616,0.0531727264278743,0.817631688932783,0.999672994216681,105250,108560,119160,123320,139110,112530,118580,128450,139920,7,28.4,44.765,0,76.759,1.928e+09,16,"P15651","Short-chain specific acyl-CoA dehydrogenase, mitochondrial"
"Acadvl",-0.0130906730365236,9.64550273344197,0.0106630606969702,0.917754956894299,0.999672994216681,194690,255420,249630,270320,304350,210120,263140,284420,301850,12,24.3,70.748,0,56.721,2189200000,24,"P45953","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial"
"Acap2",0.0119574323422789,5.84915313128736,0.00886545412936357,0.924984806957235,0.999672994216681,16312,17973,16262,19250,22590,15884,18100,19708,21810,1,1.7,87.229,0,6.6853,29491000,1,"Q5FVC7","Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2"
"Acat1",-0.0517669367966129,9.08316506793272,0.166888478688634,0.682892050687625,0.999672994216681,155080,145110,187060,170310,197080,172050,183250,177290,193380,9,28.3,44.695,0,54.959,2.589e+09,19,"P17764","Acetyl-CoA acetyltransferase, mitochondrial"
"Acat2",-0.0296694371835237,9.20959139540152,0.054792435066247,0.814924549375585,0.999672994216681,188590,170340,178140,191200,206570,209530,173530,196040,205370,9,32.7,41.108,0,60.179,9201800000,30,"Q5XI22","Acetyl-CoA acetyltransferase, cytosolic"
"Acbd3",-0.0631099594363243,5.81131327429636,0.247394323206663,0.618915820045251,0.999672994216681,17189,14678,18997,17118,20112,18835,20137,17033,19382,1,4.8,60.478,0,5.6266,227830000,3,"Q7TNY6","Golgi resident protein GCP60"
"Acly",-0.0437356123697616,9.37490124064504,0.119106331442595,0.730005773429934,0.999672994216681,216320,183800,202530,204990,237570,228960,202110,221930,231780,13,15.1,120.63,0,52.173,4226900000,31,"P16638","ATP-citrate synthase"
"Aco1",-0.133912316724271,9.44688085030397,1.11886998293033,0.290161905995295,0.999672994216681,214200,180840,233900,203980,235960,258700,237250,226320,238350,11,22.5,98.126,0,59.621,2910600000,29,"Q63270","Cytoplasmic aconitate hydratase"
"Aco2",0.0165307069872487,11.3850679072988,0.0169933050565305,0.896282900109768,0.999672994216681,643570,831850,839130,961570,1023200,635450,896340,978940,989270,26,45.5,85.432,0,234.48,2.917e+10,95,"Q9ER34","Aconitate hydratase, mitochondrial"
"Acot1",-0.0339372331577597,9.43406807042999,0.0717000813568802,0.788877358263114,0.999672994216681,178650,186890,268860,219370,243040,189720,251200,234150,245870,12,35.6,46.013,0,72.156,6969400000,34,"O88267","Acyl-coenzyme A thioesterase 1"
"Acot2",-0.0265309758726855,8.39955105405295,0.0438002636283272,0.834225663041748,0.999672994216681,88635,89600,124910,110380,123730,98277,113300,108290,128850,11,29.4,49.701,0,30.741,1809800000,10,"O55171","Acyl-coenzyme A thioesterase 2, mitochondrial"
"Acot7",-0.0376998435616466,3.47784563232581,0.0871036958470768,0.767892012140153,0.999672994216681,4069.8,2375.1,4001,3341,3850.2,4713,3338.8,3329.1,3348.9,1,2.9,42.735,0.0006435,1.8058,17719000,1,"Q64559","Cytosolic acyl coenzyme A thioester hydrolase"
"Acox1",-0.0365654816791799,8.27156231249638,0.0832141685436909,0.772988016053618,0.999672994216681,82470,93212,93150,110600,107800,87777,102830,106550,114880,6,16.9,74.678,0,42.276,2381200000,18,"P07872","Peroxisomal acyl-coenzyme A oxidase 1;Peroxisomal acyl-CoA oxidase 1, A chain;Peroxisomal acyl-CoA oxidase 1, B chain;Peroxisomal acyl-CoA oxidase 1, C chain"
"Acox3",0.0478933287404048,4.32921000805074,0.141271846596197,0.707019884250034,0.999672994216681,5749.6,5414.4,6730.7,6411.2,8473.8,5060.2,6365.9,6701.3,7874.5,1,2.3,78.445,0,5.7872,48989000,1,"Q63448","Peroxisomal acyl-coenzyme A oxidase 3"
"Acp1",0.0226114504793209,6.93069221950531,0.0317446381742172,0.858589272522156,0.999672994216681,38411,34997,40705,39528,42244,41063,38087,37904,41425,3,25.3,18.151,0,12.142,810640000,8,"P41498","Low molecular weight phosphotyrosine protein phosphatase"
"Acp2",-0.0789065834737551,7.41078117503912,0.387709276217777,0.533505967661949,0.999672994216681,55069,41561,60406,49356,59373,57681,57624,53343,61321,3,7.6,48.319,0,3.2412,460040000,5,"P20611","Lysosomal acid phosphatase"
"Acsbg1",0.0479304162698187,11.2116136000425,0.1427401613455,0.705571975275535,0.999672994216681,745710,778470,703230,766070,828730,764150,693060,762850,834350,25,41.2,80.518,0,216.62,2.6722e+10,86,"Q924N5","Long-chain-fatty-acid--CoA ligase ACSBG1"
"Acsf2",-0.0189075870088723,9.45907705106679,0.0222474347083335,0.881430743774432,0.999672994216681,199170,195880,240960,235160,247350,204490,239220,238180,249250,8,24.7,67.886,0,64.668,3.886e+09,26,"Q499N5","Acyl-CoA synthetase family member 2, mitochondrial"
"Acsl6",0.0243577960725654,8.24612334875538,0.0368683289572687,0.847733375154661,0.999672994216681,76640,90125,105880,105250,111470,75471,104400,107480,108360,9,17.9,78.179,0,45.885,2238100000,18,"P33124","Long-chain-fatty-acid--CoA ligase 6"
"Acta1;Actc1;Actg2;Acta2",0.123570508748083,10.6205839607141,0.94663712400552,0.330576768160064,0.999672994216681,519610,498040,442540,531940,611550,436920,463770,510350,561110,18,46.9,42.051,0,30.395,6.2669e+10,22,"P68136;P68035;P63269;P62738","Actin, alpha skeletal muscle;Actin, alpha cardiac muscle 1;Actin, gamma-enteric smooth muscle;Actin, aortic smooth muscle"
"Actg1;Actb",0.0682104642469163,14.3007446827226,0.288940793645452,0.590900095409039,0.999672994216681,7047200,5823600,6095000,6312600,7587700,6465300,6307300,6162800,6836900,29,82.4,41.792,0,323.31,1.03e+12,470,"P63259;P60711","Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed;Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed"
