TICI1,TICI2,TICI3,TICI4,TICI5,VEH1,VEH3,VEH4,VEH5,peptide_no,percent_sequence_coverage,mol_weight,q_value,score,intensity,msms_count,protein_ids,protein_names,gene_names
188590,170340,178140,191200,206570,209530,173530,196040,205370,9,32.7,41.108,0,60.179,9201800000,30,Q5XI22,"Acetyl-CoA acetyltransferase, cytosolic",Acat2
155080,145110,187060,170310,197080,172050,183250,177290,193380,9,28.3,44.695,0,54.959,2589000000,19,P17764,"Acetyl-CoA acetyltransferase, mitochondrial",Acat1
21800,17712,22903,20934,23863,23792,22185,20367,21496,3,3.7,265.19,0,28.481,261740000,5,P11497,Acetyl-CoA carboxylase 1;Biotin carboxylase,Acaca
209530,198400,248850,209870,255050,227720,262880,231100,247840,6,20.8,44.443,0,34.051,2303200000,23,Q6P7S1,Acid ceramidase,Asah1
72832,46956,77698,54594,67951,91450,78599,61161,73056,3,6.7,49.895,0,8.1515,458260000,5,Q641Z7,Acid sphingomyelinase-like phosphodiesterase 3a,Smpdl3a
242170,213000,234970,248700,276430,250930,265610,266850,296570,6,22.7,28.564,0,39.4,7729300000,28,P49911,Acidic leucine-rich nuclear phosphoprotein 32 family member A,Anp32a
59239,44917,63108,53340,66840,60533,58460,56771,62982,4,16.9,31.06,0,18.517,4556900000,11,Q9EST6,Acidic leucine-rich nuclear phosphoprotein 32 family member B,Anp32b
78645,77328,83684,92790,104260,83035,97872,102410,103830,4,18.6,29.418,0,29.522,2226700000,15,Q5XIE0,Acidic leucine-rich nuclear phosphoprotein 32 family member E,Anp32e
643570,831850,839130,961570,1023200,635450,896340,978940,989270,26,45.5,85.432,0,234.48,29170000000,95,Q9ER34,"Aconitate hydratase, mitochondrial",Aco2
519610,498040,442540,531940,611550,436920,463770,510350,561110,18,46.9,42.051,0,30.395,62669000000,22,P68136;P68035;P63269;P62738,"Actin, alpha skeletal muscle;Actin, alpha cardiac muscle 1;Actin, gamma-enteric smooth muscle;Actin, aortic smooth muscle",Acta1;Actc1;Actg2;Acta2
7047200,5823600,6095000,6312600,7587700,6465300,6307300,6162800,6836900,29,82.4,41.792,0,323.31,1.03E+12,470,P63259;P60711,"Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed;Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed",Actg1;Actb
238510,192700,221090,215270,251920,231030,204330,209120,232130,7,21.1,44.733,0,41.298,6666600000,25,Q5M7U6,Actin-related protein 2,Actr2
42831,35314,54213,41594,47782,45598,50051,42032,46408,2,10.3,41.599,0,13.834,581610000,5,Q99PD4,Actin-related protein 2/3 complex subunit 1A,Arpc1a
22012,12585,16291,14823,17591,21161,13962,14256,17037,3,7.3,41.056,0,8.3445,675190000,3,O88656,Actin-related protein 2/3 complex subunit 1B,Arpc1b
321520,263310,289370,270170,318490,315320,274310,265480,302350,12,46.7,34.391,0,53.879,4581700000,29,P85970,Actin-related protein 2/3 complex subunit 2,Arpc2
60198,40705,47583,42354,51576,56308,43259,41805,50055,4,29.8,16.32,0,21.096,3093500000,9,Q4KLF8,Actin-related protein 2/3 complex subunit 5,Arpc5
865000,628850,719530,670410,800020,754640,674620,659020,734210,13,42.8,47.357,0,98.76,13907000000,48,Q4V7C7,Actin-related protein 3,Actr3
77066,85350,86854,89196,102590,75027,88533,89718,101630,5,48.8,14.441,0,14.55,3820900000,11,Q63396,Activated RNA polymerase II transcriptional coactivator p15,Sub1
126110,114830,132600,129390,143040,135750,131920,130100,139600,6,17.1,81.383,0,41.638,903790000,11,P13676,Acylamino-acid-releasing enzyme,Apeh
199170,195880,240960,235160,247350,204490,239220,238180,249250,8,24.7,67.886,0,64.668,3886000000,26,Q499N5,"Acyl-CoA synthetase family member 2, mitochondrial",Acsf2
425220,577150,535420,640230,605160,401590,597460,676120,662370,6,70.1,10.027,0,79.991,82990000000,39,P11030,Acyl-CoA-binding protein;Triakontatetraneuropeptide;Octadecaneuropeptide,Dbi
178650,186890,268860,219370,243040,189720,251200,234150,245870,12,35.6,46.013,0,72.156,6969400000,34,O88267,Acyl-coenzyme A thioesterase 1,Acot1
88635,89600,124910,110380,123730,98277,113300,108290,128850,11,29.4,49.701,0,30.741,1809800000,10,O55171,"Acyl-coenzyme A thioesterase 2, mitochondrial",Acot2
18882,19090,21817,22452,23482,19445,20848,21557,23648,2,20.6,10.863,0,11.564,259140000,3,P35745,Acylphosphatase-2,Acyp2
96481,72493,92259,83201,96275,99362,83846,80469,88586,3,22.2,24.708,0,25.629,892950000,9,P70470,Acyl-protein thioesterase 1,Lypla1
26895,23792,28622,25631,30160,28832,25871,26382,28392,3,29.4,24.807,0,9.8173,1100000000,6,Q9QYL8,Acyl-protein thioesterase 2,Lypla2
91008,101280,98611,109010,121420,83788,100990,112120,116040,4,17.8,33.844,0,15.602,1249700000,11,Q63768,Adapter molecule crk,Crk
37268,26451,35241,30624,36910,42750,34210,33400,36969,3,17.9,28.404,0,9.9741,726900000,7,Q6P756,Adaptin ear-binding coat-associated protein 2,Necap2
407620,326360,386020,362680,418640,497820,374470,363980,402510,10,69.4,19.546,0,77.333,15901000000,52,P36972,Adenine phosphoribosyltransferase,Aprt
189360,192460,222400,215140,239310,205100,230810,229430,250430,6,30.2,40.133,0,44.535,1078500000,15,Q64640,Adenosine kinase,Adk
235800,253550,290720,315350,337230,248120,311270,328960,363320,12,32.5,53.753,0,72.101,8651100000,32,B5DFN2,Adenosylhomocysteinase,Ahcyl1
261450,216930,265120,260170,286970,275260,283770,276060,283940,10,29.6,47.538,0,60.697,11476000000,39,P10760,Adenosylhomocysteinase,Ahcy
143020,119770,143560,141970,161340,137490,140200,135400,148470,6,31,26.379,0,47.188,2778200000,19,P29410,"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed",Ak2
93925,65267,92254,87113,85488,112630,84396,91466,90878,5,39.2,21.584,0,27.51,2427300000,17,P39069,Adenylate kinase isoenzyme 1,Ak1
776970,571000,683050,620710,705950,656280,524120,506960,549940,18,52.3,51.588,0,129.2,28727000000,78,Q08163,Adenylyl cyclase-associated protein 1,Cap1
764920,813740,938930,1023200,1028400,783300,947150,947100,966990,20,55.7,32.989,0,140.46,85986000000,105,Q05962,ADP/ATP translocase 1,Slc25a4
412260,376880,445230,482140,476760,412180,463300,464590,470150,20,57.7,32.901,0,39.126,33326000000,38,Q09073,"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed",Slc25a5
10574,7745,14412,9966.6,11311,10625,10038,9946.3,12271,9,67.4,20.697,0,9.7823,74255000,1,P84079,ADP-ribosylation factor 1,Arf1
8924.7,9265.2,11679,11277,12223,9714.2,12319,11566,13121,6,47,20.746,0,1.87,34047000,1,P84082,ADP-ribosylation factor 2,Arf2
502150,490310,497790,519770,565520,438900,513410,489920,530260,9,67.4,20.601,0,90.304,10193000000,44,P61206,ADP-ribosylation factor 3,Arf3
70550,81197,77790,88140,98920,67734,82473,88969,95439,5,46.7,20.396,0,22.422,1839600000,10,P61751,ADP-ribosylation factor 4,Arf4
76320,97873,88869,98599,106850,71039,94955,89174,97468,7,52.8,20.529,0,33.268,1208300000,9,P84083,ADP-ribosylation factor 5,Arf5
14512,11306,13710,12853,14777,15105,13188,13537,14080,2,5.4,56.556,0,4.3863,97391000,2,Q3MID3,ADP-ribosylation factor GTPase-activating protein 2,Arfgap2
9768.5,9230.6,10237,12198,13102,9899.5,10829,10891,10942,1,8.8,20.411,0,8.2898,125030000,2,P61212,ADP-ribosylation factor-like protein 1,Arl1
51594,39797,58773,43830,57382,60782,51964,51820,52594,2,17.9,20.836,0,14.669,452980000,7,O08697,ADP-ribosylation factor-like protein 2,Arl2
45708,42999,49457,46579,53409,47085,46273,48652,52357,7,45.1,20.456,0,20.958,946580000,10,P37996,ADP-ribosylation factor-like protein 3,Arl3
147650,145620,179380,175870,192550,157100,191150,176240,185840,7,36.6,21.539,0,27.328,4973400000,23,Q66HA6,ADP-ribosylation factor-like protein 8B,Arl8b
34742,24061,31159,24441,29922,35179,25972,24500,28298,1,5.9,24.117,0,6.6482,64412000,1,Q6AY63,ADP-sugar pyrophosphatase,Nudt5
106270,103880,123890,115360,131290,114300,120430,117030,131510,4,22.3,40.675,0,26.797,1478000000,13,Q8CG45,Aflatoxin B1 aldehyde reductase member 2,Akr7a2
20325,15578,19624,18375,21433,22197,16622,17134,21641,1,4.2,37.598,0,11.82,189300000,2,Q5FWY5,AH receptor-interacting protein,Aip
152320,165580,176200,179540,256600,145240,171690,186920,242810,10,9.4,181.11,0,73.133,3775200000,24,Q5QD51,A-kinase anchor protein 12,Akap12
37026,43187,47507,44791,59791,28227,28100,30996,34455,2,3.6,95.94,0,7.3323,93516000,2,Q5U301,A-kinase anchor protein 2,Akap2
400950,324400,401020,374220,422540,405710,363840,359410,382730,16,24.8,106.79,0,142.41,5789800000,41,P50475,"Alanine--tRNA ligase, cytoplasmic",Aars
66166,44768,63665,49201,55534,77232,54091,50386,56196,1,4.9,45.093,0,17.11,320690000,6,Q5XI97,Alanyl-tRNA editing protein Aarsd1,Aarsd1
509750,341330,393700,385090,425600,513360,385770,380620,404090,14,56.6,36.505,0,90.711,12422000000,44,P51635,Alcohol dehydrogenase [NADP(+)],Akr1a1
267440,289710,318870,333070,390050,284730,345590,358720,385730,9,31.3,39.575,0,60.313,3934000000,24,P12711,Alcohol dehydrogenase class-3,Adh5
39464,20808,29791,22211,28094,37961,23381,27192,26686,2,3.1,85.413,0,16.332,242560000,7,Q3T1L0,Aldehyde dehydrogenase family 16 member A1,Aldh16a1
530510,477100,612530,589270,703110,612680,615090,638330,679070,18,49.9,56.488,0,101.22,13514000000,62,P11884,"Aldehyde dehydrogenase, mitochondrial",Aldh2
0,0,0,0,0,0,0,0,0,1,1.2,146.92,0,6.3337,0,2,Q9Z0U5,Aldehyde oxidase 1,Aox1
19674,16217,23877,20196,23426,23052,23293,22521,23752,2,7.3,37.892,0,8.2309,269860000,4,Q66HG4,Aldose 1-epimerase,Galm
285240,280550,276180,312250,343320,302780,279640,317240,329890,12,40.2,35.797,0,46.152,13152000000,39,P07943,Aldose reductase,Akr1b1
31660,38247,43537,51356,75008,33269,37353,50758,61659,2,5.7,36.121,0,3.639,636810000,5,Q5RJP0,Aldose reductase-related protein 1,Akr1b7
10604,9940,11023,11239,12405,10290,11851,11249,12575,4,9.5,71.587,0,12.686,322270000,4,Q9EQR2,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",Agps
216550,35660,85540,40561,48720,192600,59600,42825,45238,1,11.6,16.827,0,13.699,305760000,3,P55009,Allograft inflammatory factor 1,Aif1
52883,69951,70935,74444,84943,52061,67123,68963,83627,3,6.9,67.53,0,7.7333,375040000,6,Q8VHE9,"All-trans-retinol 13,14-reductase",Retsat
4970.1,4916,5541.7,5801.5,6899.1,6220.3,5785.8,6681.7,6038.4,1,9.4,32.2,0,6.83,93285000,2,Q6AY17,Alpha/beta hydrolase domain-containing protein 17B,Abhd17b
4283,3327.2,4778.3,3080.4,4401.1,5422.3,6173.8,4951.1,6035.3,2,2,163.78,0,5.2035,239680000,2,P06238,Alpha-2-macroglobulin,A2m
28127,21460,30257,26678,32374,30967,27796,26786,30193,2,5.6,42.031,0,2.5987,486820000,5,Q99068,Alpha-2-macroglobulin receptor-associated protein,Lrpap1
329030,316300,396860,400610,573990,338510,392460,380300,459780,27,33.9,102.96,0,113.9,5684600000,36,Q9Z1P2,Alpha-actinin-1,Actn1
797720,698740,851440,810130,1026600,854220,785090,787530,910650,33,43.9,104.91,0,187.38,30604000000,103,Q9QXQ0,Alpha-actinin-4,Actn4
113560,153730,142180,174560,188660,103030,153320,159150,180750,6,17,80.354,0,50.339,3375700000,15,Q63028,Alpha-adducin,Add1
334370,327020,414070,399040,442400,353050,399350,407750,413980,12,33,58.748,0,148.35,12147000000,47,Q64057,Alpha-aminoadipic semialdehyde dehydrogenase,Aldh7a1
217600,220650,250380,241460,285230,232930,246280,251390,276840,11,42,42.613,0,73.746,3619300000,27,P85515,Alpha-centractin,Actr1a
21469,21287,30460,25878,32512,27672,32120,32249,33822,1,7.4,20.089,0,6.9592,388100000,3,P23928,Alpha-crystallin B chain,Cryab
3250000,3628800,3177500,3984400,4048000,3088300,3425200,4113200,4143100,28,70.7,47.127,0,323.31,2.16E+11,267,P04764,Alpha-enolase,Eno1
20092,17281,23060,21224,22177,22536,20114,19061,21910,2,4.2,115.97,0,7.6038,108620000,3,P21139,Alpha-mannosidase 2C1,Man2c1
52913,53274,68892,56750,68366,54467,71170,60386,65973,4,14.2,46.871,0,12.59,1008500000,8,Q66H12,Alpha-N-acetylgalactosaminidase,Naga
18846,15304,18322,16971,18667,15927,14640,17164,18087,2,13.7,42.291,0,26.048,261170000,4,Q9HB97,Alpha-parvin,Parva
22241,17824,23109,19971,25001,22797,23458,20415,24133,2,10.2,33.192,0,8.1064,474740000,5,P54921;P85969,Alpha-soluble NSF attachment protein;Beta-soluble NSF attachment protein,Napa;Napb
3505.3,6459.4,6012.1,6356.7,6246.6,4232.3,6184.1,6754.9,7635.5,1,3.8,47.326,0,3.157,63714000,2,Q6MG11,Alpha-tubulin N-acetyltransferase 1,Atat1
134140,121040,176010,154260,169140,134110,144970,146050,164150,8,23.4,59.507,0,48.368,2610500000,16,P21396,Amine oxidase [flavin-containing] A,Maoa
34803,25093,51775,36847,37664,40203,40881,35142,36155,1,3.8,58.458,0,9.846,534660000,5,P19643,Amine oxidase [flavin-containing] B,Maob
97928,100900,107740,113180,132230,97259,104960,112460,121400,4,16.2,35.442,0,27.492,2010300000,10,Q32PX2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,Aimp2
74256,51206,69479,62168,72977,86205,66323,61827,69081,3,13.5,45.804,0,16.718,579220000,7,Q6AYS7;Q6PTT0,Aminoacylase-1A;Aminoacylase-1B,Acy1a;Acy1b
5144.9,6712.5,5301.7,6009.2,5750,4531.4,5761.5,6431.4,6162.9,1,4.3,72.619,0,2.7794,75488000,2,O09175,Aminopeptidase B,Rnpep
37252,39512,49270,46374,48957,39730,41768,41186,45949,6,9.5,88.482,0,18.021,1585800000,12,O09178,AMP deaminase 3,Ampd3
1805.6,1691.5,2557.7,2427.4,2225.8,1310.2,1863.5,1811.7,2235.4,1,2.6,86.882,0,3.9477,76723000,1,P15943,Amyloid-like protein 2,Aplp2
26074,22005,27892,28298,31727,28663,30541,28595,32731,2,0.8,284.44,0,3.6463,369810000,3,O70511,Ankyrin-3,Ank3
879770,556680,880090,727760,1025200,946200,713760,667230,809370,22,68.8,38.829,0,184.52,60714000000,84,P07150,Annexin A1,Anxa1
536980,442030,617580,527160,709420,588670,480480,489780,567370,16,51,38.678,0,176.3,37162000000,63,Q07936,Annexin A2,Anxa2
1021700,224590,345020,283060,267520,740100,273740,272790,236360,17,59.3,36.363,0,94.239,15961000000,47,P14669,Annexin A3,Anxa3
70029,40863,62144,48791,60425,75504,47324,46522,53896,3,17.2,35.848,0,33.675,786370000,8,P55260,Annexin A4,Anxa4
380380,354570,375000,401610,489400,430410,401640,428410,475570,18,56.7,35.744,0,112,27259000000,55,P14668,Annexin A5,Anxa5
1015100,781580,908480,916210,1125300,1032100,975770,931210,1098800,38,60.6,75.753,0,197.03,50800000000,120,P48037,Annexin A6,Anxa6
29749,28176,30953,36360,43362,32235,40670,40251,41281,1,2.8,36.706,0,2.4765,319560000,3,Q4FZU6,Annexin A8,Anxa8
63587,67368,89486,71916,76438,35874,28064,28557,31160,3,7.6,79.149,0,28.17,1232000000,9,P36370,Antigen peptide transporter 1,Tap1
12029,10994,15769,11504,13720,10593,10068,8888.9,10580,1,3.3,77.712,0,27.572,905220000,3,P36372,Antigen peptide transporter 2,Tap2
134490,101980,132700,118000,133450,140140,123050,117770,134800,13,15.8,104.59,0,54.389,4132200000,15,P52303,AP-1 complex subunit beta-1,Ap1b1
22607,20185,23542,23281,25432,23063,24732,23036,23844,1,3.1,48.556,0,4.4462,189090000,3,Q32Q06,AP-1 complex subunit mu-1,Ap1m1
257450,230340,276010,255200,301660,272510,270220,256630,292820,14,20.9,104.04,0,75.745,4462300000,32,P18484,AP-2 complex subunit alpha-2,Ap2a2
375970,414240,442510,469240,541400,390910,479550,482070,527670,22,31.1,104.55,0,173.82,7566900000,47,P62944,AP-2 complex subunit beta,Ap2b1
196060,171720,213340,195630,223770,204200,216480,202910,221170,8,25.1,49.654,0,35.692,3351400000,18,P84092,AP-2 complex subunit mu,Ap2m1
123680,75815,114530,94889,97997,152300,111830,100010,109140,8,26,35.753,0,33.933,3512300000,16,P02650,Apolipoprotein E,Apoe
30900,27436,32592,31324,35379,29859,27838,26718,28825,3,9.5,66.722,0,14.003,522630000,5,Q9JM53,"Apoptosis-inducing factor 1, mitochondrial",Aifm1
52166,37478,63557,46476,52333,61501,50098,47173,51194,2,6.2,34.48,0,6.0136,1245600000,5,P47863,Aquaporin-4,Aqp4
18115,18583,18453,20818,21743,15240,17274,19339,19820,2,7.9,40.779,0,8.9161,227640000,2,Q9JHU5,Arfaptin-1,Arfip1
16312,17973,16262,19250,22590,15884,18100,19708,21810,1,1.7,87.229,0,6.6853,29491000,1,Q5FVC7,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2",Acap2
373840,347830,385030,404140,439750,344090,372700,375720,401730,13,23.6,75.81,0,46.039,3877900000,28,P40329,"Arginine--tRNA ligase, cytoplasmic",Rars
18405,16339,20521,19584,20753,20094,20086,20360,24052,3,13,51.549,0,15.201,1152700000,7,P20673,Argininosuccinate lyase,Asl
46693,63414,49784,58511,72661,38382,33603,30279,38512,4,18.7,46.496,0,22.406,543030000,6,P09034,Argininosuccinate synthase,Ass1
64612,48527,70252,56399,61861,73050,65516,56377,58601,5,10.8,58.958,0,12.734,1039400000,10,P50430,Arylsulfatase B,Arsb
147140,117660,136060,139800,163770,147080,137040,139120,142980,5,12.5,64.246,0,50.886,1549100000,14,P49088,Asparagine synthetase [glutamine-hydrolyzing],Asns
15468,10627,16849,12324,15175,17735,13803,12486,13348,1,5.1,46.428,0,6.918,396090000,3,P13221,"Aspartate aminotransferase, cytoplasmic",Got1
375380,348250,390180,410650,460510,355690,393920,402610,431400,17,42.3,47.314,0,82.422,12671000000,51,P00507,"Aspartate aminotransferase, mitochondrial",Got2
202000,170870,227060,195880,225070,209840,205330,192870,210770,13,30.9,57.126,0,39.581,3924500000,28,P15178,"Aspartate--tRNA ligase, cytoplasmic",Dars
152840,186030,178480,174760,212730,155690,191950,180870,216050,7,63.1,15.04,0,45.491,18252000000,25,Q5U318,Astrocytic phosphoprotein PEA-15,Pea15
134660,144420,164110,161030,193540,142910,179900,189090,205420,7,18.1,53.726,0,27.475,2176900000,20,Q9ER24,Ataxin-10,Atxn10
42867,41339,48364,48666,56188,46785,39641,41668,48495,3,8.3,60.585,0,17.422,552670000,6,Q0ZHH6,Atlastin-3,Atl3
188060,190120,211600,222180,234160,196740,232920,226500,228870,8,22.7,28.868,0,46.249,7492400000,21,P19511,"ATP synthase F(0) complex subunit B1, mitochondrial",Atp5f1
26605,38544,32073,42116,47537,26649,38144,43465,46172,1,11.9,7.6298,0,2.336,851910000,3,P11608,ATP synthase protein 8,Mt-atp8
1732400,1875000,2138400,2208800,2314200,1881300,2381600,2290700,2291000,33,67.5,59.753,0,323.31,1.27E+11,179,P15999,"ATP synthase subunit alpha, mitochondrial",Atp5a1
1479300,1555000,1809800,1814400,1997600,1572800,1866500,1866900,1956800,24,71.6,56.353,0,313.32,1.49E+11,210,P10719,"ATP synthase subunit beta, mitochondrial",Atp5b
318310,417910,414260,514310,544780,296680,491170,516600,571570,9,65.8,18.763,0,19.464,11396000000,24,P31399,"ATP synthase subunit d, mitochondrial",Atp5h
70074,66851,78867,75380,84646,77959,79881,80221,83922,2,13.7,17.595,0,29.826,4243900000,8,P35434,"ATP synthase subunit delta, mitochondrial",Atp5d
58228,77825,71557,87259,93361,54160,81037,90654,94140,3,50.7,8.2545,0,21.162,2460400000,15,P29419,"ATP synthase subunit e, mitochondrial",Atp5i
32649,41299,37597,45232,48327,34175,43854,48598,50500,3,43.1,5.7667,0,4.51,2147300000,7,P29418,"ATP synthase subunit epsilon, mitochondrial",Atp5e
83694,70641,89818,90053,94797,87360,87471,85596,94806,4,27.3,10.452,0,18.457,4740800000,14,D3ZAF6,"ATP synthase subunit f, mitochondrial",Atp5j2
42455,41240,52868,46269,50151,47347,45066,42511,42945,4,30.1,11.433,0,13.986,1910800000,9,Q6PDU7,"ATP synthase subunit g, mitochondrial",Atp5l
232000,255770,280700,297340,312200,250750,316340,316360,317040,11,44.7,30.19,0,65.292,7444600000,34,P35435,"ATP synthase subunit gamma, mitochondrial",Atp5c1
564720,624370,711920,706130,709270,590800,731130,739950,699000,11,64.8,23.397,0,97.864,17595000000,44,Q06647,"ATP synthase subunit O, mitochondrial",Atp5o
79593,99987,93933,115940,112360,80378,105330,118740,121230,2,28.7,12.494,0,62.22,6773700000,9,P21571,"ATP synthase-coupling factor 6, mitochondrial",Atp5j
87977,78420,105160,96238,104980,68498,74641,71627,84275,4,30.5,40.717,0,91.921,3833600000,16,Q505J9,ATPase family AAA domain-containing protein 1,Atad1
32085,27545,36636,35612,36328,36819,33926,34573,35104,2,2.5,66.758,0,19.302,326420000,6,Q3KRE0,ATPase family AAA domain-containing protein 3,Atad3
80562,79845,72524,80110,102800,78244,75383,80045,93217,3,16.8,12.248,0,7.9658,1598800000,8,Q03344,"ATPase inhibitor, mitochondrial",Atpif1
10923,8010.4,10123,9729.6,9793.5,9418.7,11192,10351,10375,1,1.9,82.557,0,4.8624,59305000,2,Q704E8,"ATP-binding cassette sub-family B member 7, mitochondrial",Abcb7
169020,230220,222280,260490,265390,160290,242410,252130,264590,6,11.1,75.315,0,21.581,4463900000,20,P16970,ATP-binding cassette sub-family D member 3,Abcd3
